0h_01	0h_02	0h_03	0h_04	0h_05	0h_06	4h_01	4h_02	4h_03	4h_04	4h_05	4h_06	24h_01	24h_02	24h_03	24h_04	24h_05	24h_06	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	iBAQ peptides	MS/MS count	Peptides 0h_01	Peptides 0h_02	Peptides 0h_03	Peptides 0h_04	Peptides 0h_05	Peptides 0h_06	Peptides 4h_01	Peptides 4h_02	Peptides 4h_03	Peptides 4h_04	Peptides 4h_05	Peptides 4h_06	Peptides 24h_01	Peptides 24h_02	Peptides 24h_03	Peptides 24h_04	Peptides 24h_05	Peptides 24h_06	Protein IDs	Majority protein IDs	Protein names	Gene names	id
30.1452808380127	30.1104831695557	30.4952411651611	30.4722785949707	29.9627876281738	30.7002487182617	30.2538356781006	29.7814121246338	29.9115657806396	29.6588249206543	28.6310710906982	29.9422359466553	30.2133827209473	27.6817722320557	30.2132663726807	24.7108345031738	24.5830993652344	24.1492557525635				10	10	10	25	25	25	60.924	0	11.536	13483000000	33	43	3	2	4	5	3	4	2	4	3	2	2	5	3	3	4	1	1	0	B9EHZ5;Q9JLB0-2;Q3UN60;Q9JLB0;Q6NSS8;Q811G2;Q3TPA2;E9PWC5;Q8BP37;Q9WV34;Q9WV34-2	B9EHZ5;Q9JLB0-2;Q3UN60;Q9JLB0;Q6NSS8;Q811G2;Q3TPA2;E9PWC5	MAGUK p55 subfamily member 6	Mpp6	916
26.6242179870605	26.4821300506592	26.4773216247559	26.5033664703369	26.9017314910889	26.5451583862305	26.1166229248047	26.1175136566162	26.4585609436035	26.4258079528809	24.5996932983398	26.4686317443848	25.9389667510986	26.5964775085449	26.2378311157227	26.2111701965332	26.6495189666748	26.477367401123				12	12	12	16.7	16.7	16.7	116.92	0	63.012	2739900000	41	55	2	4	3	4	5	6	5	5	3	3	0	6	5	2	2	2	2	5	B9EI57;Q8CH25-2;Q8CH25;A0A1L1STF9;A0A1L1SRL0;Q9CS69	B9EI57;Q8CH25-2;Q8CH25;A0A1L1STF9	SAFB-like transcription modulator	Sltm	917
26.3056335449219	26.3757057189941	26.4335021972656	26.021448135376	25.901086807251	26.4209671020508	26.5486755371094	26.5678882598877	26.5887794494629	26.9736652374268	26.0936374664307	26.6661434173584	25.9221153259277	26.1087093353271	25.9972915649414	26.2159156799316	26.1880893707275	26.136022567749				13	13	13	35.1	35.1	35.1	50.02	0	39.212	5224300000	20	113	8	10	6	5	5	5	9	7	7	8	7	9	4	4	3	5	5	4	P46664;B9EIE9;Q8C909	P46664;B9EIE9	Adenylosuccinate synthetase isozyme 2	Adss	919
24.267578125	25.2868881225586	24.458984375	25.611047744751	26.0204105377197	25.5956535339355	24.7362785339355	25.291374206543	25.5916919708252	25.5092086791992	25.3739814758301	25.5709457397461	25.5194435119629	25.4924983978271	25.3029174804688	24.9399147033691	25.4696102142334	25.4075298309326				14	14	13	13.9	13.9	13.1	144.86	0	32.741	1318400000	58	47	1	2	1	3	2	5	2	2	2	2	3	3	2	7	6	1	3	2	D3YUW8;D3YUX1;Q3TSQ2;Q0VGT3;B9EIG6;Q8BZH4	D3YUW8;D3YUX1;Q3TSQ2;Q0VGT3;B9EIG6;Q8BZH4	Pogo transposable element with ZNF domain	Pogz	920
26.9814167022705	26.8506698608398	27.1647090911865	26.7760543823242	26.79736328125	27.1200084686279	27.0539302825928	26.8280830383301	27.0020656585693	26.5852012634277	26.892728805542	26.7192096710205	26.9211616516113	26.8813362121582	26.8417015075684	26.7346668243408	26.7045097351074	26.7315616607666				11	11	11	16.3	16.3	16.3	119.48	0	39.67	5535900000	45	93	5	5	9	5	5	5	4	5	6	5	4	5	4	6	4	7	6	3	B9EIV8;Q9WVL3;Q9WVL3-2;A0A1Y7VMP9;Q8C6Y2	B9EIV8;Q9WVL3;Q9WVL3-2	Solute carrier family 12 member 7	Slc12a7	922
27.62380027771	27.6759986877441	27.6817054748535	27.6150550842285	27.7673034667969	27.6482849121094	27.4087600708008	27.6040649414063	27.5624542236328	27.5226802825928	27.3602638244629	27.6515731811523	27.4773044586182	27.5027904510498	27.4655990600586	27.3765830993652	27.582405090332	27.5489253997803				54	54	54	33.6	33.6	33.6	227.46	0	323.31	25702000000	102	432	21	21	30	22	20	31	28	25	27	28	20	31	24	25	18	18	22	20	B9EJ54;Q6PDG0;A0A0J9YUD5;Q6ZQG1;Q6P9L5;Q6P9Y6;Q3UFI7;E9Q880;Q80VE6;Q9D6C1;B0LAE1	B9EJ54;Q6PDG0;A0A0J9YUD5;Q6ZQG1;Q6P9L5		Nup205	923
28.0407199859619	27.7435531616211	27.870325088501	27.8857650756836	28.0484848022461	27.7600860595703	27.8421211242676	27.7604675292969	27.8951587677002	27.9268264770508	27.7754898071289	27.9448642730713	27.6243591308594	27.601375579834	28.0036201477051	27.8930187225342	27.7450923919678	27.9138774871826				8	8	8	65.1	65.1	65.1	18.237	0	106.71	8779400000	8	67	4	2	3	3	5	5	4	4	6	4	2	4	3	2	2	3	5	4	B9EJX8;Q3U0J1;Q9D0W5	B9EJX8;Q3U0J1;Q9D0W5	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase-like 1	Ppil1	926
27.838939666748	28.056619644165	27.9742126464844	27.8657302856445	28.0421829223633	27.9425716400146	27.8412208557129	27.8440380096436	27.8449363708496	27.6304130554199	27.7695751190186	27.7686290740967	28.0226860046387	28.1750755310059	28.0668678283691	27.959529876709	27.9585342407227	28.0055503845215				56	56	56	39.8	39.8	39.8	202.41	0	323.31	33972000000	77	436	22	23	29	22	29	25	27	23	25	15	24	21	30	28	30	24	28	24	B9EKB0;Q3UHL7;E9QN70;P02469;Q9CRX6;Q8K271;Q3UR38;Q0V927;Q3TNZ8	B9EKB0;Q3UHL7;E9QN70;P02469;Q9CRX6;Q8K271	Laminin subunit beta-1	Lamb1	928
26.2329730987549	25.9690380096436	26.3010349273682	25.9087562561035	25.7874088287354	26.3844776153564	25.9540920257568	26.0036525726318	25.9169101715088	25.892219543457	26.0727348327637	25.8162403106689	25.7873840332031	26.0998687744141	25.850622177124	26.1447792053223	25.7878570556641	24.3132095336914				12	12	12	14.5	14.5	14.5	140.21	0	67.758	2345700000	67	74	3	5	4	5	3	7	7	5	4	3	4	6	3	4	3	2	3	1	E9Q467;E9Q236-2;E9Q236;B9EKC2;E9Q236-3	E9Q467;E9Q236-2;E9Q236;B9EKC2;E9Q236-3		Abcc4	929
27.2453594207764	27.4255847930908	27.2491626739502	27.3724384307861	27.116641998291	27.482852935791	27.4973182678223	27.4226207733154	27.3775768280029	27.4165935516357	27.3180351257324	27.2429981231689	27.5487060546875	27.6887912750244	27.5555953979492	27.7205142974854	27.5892791748047	27.5751361846924				6	6	6	32.5	32.5	32.5	35.438	0	26.857	6561500000	18	90	4	4	5	5	4	4	5	5	5	5	5	4	6	6	3	4	4	6	Q91XH7;B9EKG3;Q9Z0L8-2;Q9Z0L8	Q91XH7;B9EKG3;Q9Z0L8-2;Q9Z0L8	Gamma-glutamyl hydrolase	Ggh	931
25.3275127410889	24.6016044616699	24.4511108398438	26.1011734008789	25.5912914276123	24.3391418457031	24.0660190582275	25.454080581665	25.1632804870605	24.2873611450195	23.1622409820557	24.8371505737305	25.636661529541	24.8185977935791	26.1818675994873	24.9059066772461	24.6945896148682	25.8291969299316				4	4	4	10.1	10.1	10.1	62.488	0	10.31	1019900000	26	19	0	0	0	2	0	1	1	1	2	1	1	1	3	1	2	1	1	3	B9EKS7;Q8BHF7;Q3U6T3;F8WI04;F2Z427	B9EKS7;Q8BHF7;Q3U6T3;F8WI04;F2Z427	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	Pgs1	936
27.7771835327148	27.6687145233154	28.0172805786133	27.7108936309814	27.8103561401367	28.1818675994873	27.713321685791	28.0195083618164	27.915246963501	27.8506698608398	27.8099880218506	28.0206756591797	27.9406127929688	27.9949645996094	27.7393741607666	27.4824695587158	27.9082183837891	27.5994606018066				10	10	10	44.4	44.4	44.4	20.146	0	68.356	14645000000	10	124	7	6	6	7	7	8	7	4	6	7	5	7	9	8	8	4	8	6	C0HK80;C0HK79	C0HK80;C0HK79			938
26.4872627258301	25.939115524292	26.0443096160889	24.2402725219727	25.7679481506348	24.8321723937988	24.9644012451172	26.3564071655273	25.2411766052246	23.9200782775879	24.3808994293213	26.3396511077881	23.6515445709229	24.401496887207	25.9016170501709	25.7971057891846	24.9415893554688	24.7540245056152				8	8	8	27.1	27.1	27.1	51.954	0	24.395	1236300000	17	28	3	0	2	0	3	1	1	3	1	2	1	2	2	3	4	0	0	3	C0HKD9;C0HKD8	C0HKD9;C0HKD8			939
25.742036819458	25.277063369751	25.4170341491699	24.8627967834473	24.5405426025391	24.1445407867432	26.1104221343994	26.3041381835938	24.327522277832	26.269136428833	26.2747631072998	26.1699733734131	25.2294044494629	24.4794178009033	22.9563827514648	25.1169281005859	24.5778102874756	24.987735748291				3	3	3	28.1	28.1	28.1	24.748	0	29.969	819430000	12	19	3	1	1	0	0	1	2	2	1	2	2	3	1	1	0	1	0	0	C4PFH5;O35047;D6RFC4;C4PFH6	C4PFH5;O35047	Homologous-pairing protein 2 homolog	Psmc3ip	940
26.8883228302002	26.8687953948975	27.0992870330811	26.8826198577881	26.797981262207	27.1068935394287	26.9165000915527	26.9305534362793	26.8918018341064	26.8821544647217	26.8749046325684	26.9006958007813	26.8260231018066	26.5829067230225	26.7088565826416	26.7336330413818	26.8300189971924	26.7284526824951				17	17	17	20.9	20.9	20.9	117.43	0	68.465	8982300000	41	142	9	10	7	10	10	8	9	9	9	9	10	11	8	5	7	8	8	5	C7G3P2;Q61136;Q8BPG8;A0A1Y7VLT3;Q8C5G1	C7G3P2;Q61136;Q8BPG8	Serine/threonine-protein kinase PRP4 homolog	Prpf4b	942
28.3943576812744	28.5186710357666	28.6406860351563	28.5511283874512	28.6114349365234	28.5252590179443	28.4265842437744	28.4678936004639	28.492130279541	28.2463550567627	28.4189262390137	28.5165691375732	28.5351581573486	28.4510860443115	28.4595527648926	28.4347190856934	28.4342021942139	28.3893184661865				16	16	16	53.4	53.4	53.4	38.412	0	323.31	27090000000	18	218	11	12	12	12	12	11	9	9	12	10	14	9	12	12	13	11	12	12	C9K0Z7;O35465;O35465-2;F6WP10	C9K0Z7;O35465;O35465-2	Peptidyl-prolyl cis-trans isomerase FKBP8	Fkbp8	943
27.0845623016357	27.0302314758301	27.8326759338379	27.1187229156494	27.2757759094238	28.3814601898193	28.4365463256836	28.3936214447021	27.8664379119873	28.69504737854	27.7462463378906	29.1350879669189	28.2506084442139	28.5860977172852	28.6189785003662	28.0706081390381	28.4788494110107	28.4159088134766				5	5	5	69	69	69	16.168	0	97.599	10434000000	6	62	3	3	3	3	4	3	2	4	2	3	3	3	3	3	3	5	4	4	D0EW11;Q8K5B2;Q99KV4;D3Z1G3;D3Z6A4	D0EW11;Q8K5B2;Q99KV4;D3Z1G3	Multiple coagulation factor deficiency protein 2 homolog	Mcfd2	1023
26.4678077697754	24.0022277832031	26.6933860778809	26.3132095336914	26.4126091003418	27.0757160186768	27.0069942474365	27.0010986328125	24.5876731872559	26.9867420196533	27.2320575714111	23.8056755065918	24.5505981445313	24.6800346374512	27.0721435546875	24.1900310516357	24.7572784423828	24.5665187835693				10	3	3	36.8	15.2	15.2	39.442	0	9.3	2366700000	11	29	6	5	6	7	7	7	6	6	4	6	7	7	6	5	6	6	6	6	D0EX61;Q8C181-2;A0A2K6EDM5;Q8C181-3;Q8C181;Q8C181-4;A0A2I3BRX8	D0EX61;Q8C181-2;A0A2K6EDM5;Q8C181-3;Q8C181;Q8C181-4	Muscleblind-like protein 2	Mbnl2	1024
24.7120723724365	25.4019203186035	24.8369941711426	24.3034152984619	24.6715812683105	23.7510375976563	25.0129928588867	25.0135898590088	24.1182403564453	24.8512172698975	24.7883548736572	25.4512367248535	24.6394805908203	24.6940765380859	24.847635269165	25.6068687438965	24.7089881896973	24.2623729705811				5	5	5	7.4	7.4	7.4	115.98	0	14.739	509660000	52	22	0	0	1	0	0	1	2	2	1	1	2	4	2	3	1	2	2	1	D2CGM5;D2CGM4;Q8R5F7-2;Q8R5F7;Q3U605;Q3UE16;Q3U0Y5;Q3TGP5	D2CGM5;D2CGM4;Q8R5F7-2;Q8R5F7;Q3U605	Interferon-induced helicase C domain-containing protein 1	Ifih1	1026
34.1768989562988	34.0885200500488	34.002613067627	33.9529838562012	33.9927711486816	34.1058692932129	34.4157638549805	34.7669296264648	34.3004150390625	34.7676696777344	34.29638671875	34.2346343994141	34.1874809265137	34.1349945068359	34.1644401550293	34.2647247314453	34.1719131469727	34.0138854980469				56	56	42	99.7	99.7	82.6	35.81	0	323.31	2134300000000	16	2007	44	42	33	41	46	29	36	32	37	33	43	32	40	34	38	44	41	40	D2KHZ9;P16858;A0A0A0MQF6;A0A1D5RLD8;S4R1W1;S4R257;Q3TUZ9;Q4VBD1;Q8CEV2;W8QM43;S4R1N5;Q2VWQ4;A0A0R4J0X7;Q3V2I5;Q64467;S4R2G5;Q8BJ40	D2KHZ9;P16858;A0A0A0MQF6;A0A1D5RLD8;S4R1W1;S4R257	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH;Gapdh;Gm3839	1027
27.6149139404297	27.5788116455078	27.8215293884277	27.8512058258057	27.6957111358643	27.6322860717773	27.5491466522217	27.7328567504883	27.8233528137207	27.3561553955078	27.730655670166	27.6510257720947	27.6605091094971	27.7616081237793	27.5801773071289	27.5448799133301	27.4327697753906	27.4123191833496				12	12	11	55.6	55.6	52.1	29.07	0	209.75	8516100000	13	101	6	5	4	8	7	4	5	5	7	3	7	6	4	3	4	5	4	5	D3YTR5;D3YTR4;Q9Z2D8-2;Q9Z2D8;F6WZH1	D3YTR5;D3YTR4;Q9Z2D8-2;Q9Z2D8;F6WZH1	Methyl-CpG-binding domain protein 3	Mbd3	1029
26.2468452453613	26.6899242401123	26.5065326690674	26.4517230987549	26.5084991455078	26.6145629882813	26.3912467956543	26.9295387268066	26.3105487823486	26.6939182281494	26.1758079528809	26.8194599151611	26.2288703918457	26.3847732543945	26.1903514862061	25.973424911499	26.1154727935791	26.0386085510254				5	5	5	21.8	21.8	21.8	19.569	0	16.843	2962500000	9	62	4	2	4	3	3	3	4	2	3	3	5	4	4	4	3	3	4	4	D3YWT0;D3Z569;D3YTS1;Q9R0P6;Q6PET3	D3YWT0;D3Z569;D3YTS1;Q9R0P6;Q6PET3	Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A	Sec11a	1030
28.2819328308105	28.5093746185303	28.1011428833008	27.9264869689941	28.0637855529785	27.9904804229736	27.9705429077148	28.0984840393066	28.1962928771973	28.3460426330566	27.7047080993652	27.8929023742676	28.3026485443115	28.3009910583496	28.353759765625	28.3870601654053	28.2741775512695	28.3728122711182				17	17	17	64.2	64.2	64.2	33.081	0	74.864	13663000000	16	123	7	6	9	5	7	10	9	7	8	7	5	6	11	11	8	8	10	10	D3YU12;Q8K2T1;G5E8S7;Q8K2T1-2;Q8K2T1-3	D3YU12;Q8K2T1;G5E8S7;Q8K2T1-2	NmrA-like family domain-containing protein 1	Nmral1	1031
26.8563804626465	26.7821922302246	26.7570991516113	26.8462524414063	27.1278018951416	27.0365333557129	26.6017284393311	26.5581836700439	26.8851833343506	26.5475006103516	25.9788017272949	26.7237739562988	26.4793891906738	26.2955799102783	26.5946292877197	26.5961933135986	26.309455871582	26.5489559173584				16	16	16	24.1	24.1	24.1	100.16	0	80.032	3997200000	50	88	10	7	6	8	5	9	8	5	7	4	4	6	6	3	6	4	6	7	E9QP59;D3YU56;Q9WU40;Q9WU40-2	E9QP59;D3YU56;Q9WU40;Q9WU40-2	Inner nuclear membrane protein Man1	Lemd3	1033
26.2193355560303	26.0199642181396	25.7858390808105	25.8904571533203	26.3004760742188	26.0777149200439	26.0731239318848	25.7791652679443	26.1112976074219	25.9430198669434	25.8489055633545	26.2502460479736	25.9528713226318	26.0623340606689	25.9664878845215	25.9454555511475	25.8454627990723	25.9717597961426				10	10	10	34.8	34.8	34.8	56.167	0	59.205	3167400000	28	94	3	5	6	4	7	6	4	5	5	7	5	2	6	5	4	6	5	3	D3YU58;Q9WVM3	D3YU58;Q9WVM3	Anaphase-promoting complex subunit 7	Anapc7	1034
31.0459613800049	31.1852397918701	30.8435592651367	30.9791011810303	31.1568355560303	31.2629337310791	30.8933067321777	30.6313152313232	31.1281700134277	31.1639289855957	30.8607521057129	30.8145179748535	31.0592403411865	31.0879669189453	31.3281726837158	31.0860061645508	31.2284278869629	31.2016887664795				11	11	11	70.6	70.6	70.6	11.687	0	149.12	96940000000	5	159	6	7	5	8	7	6	6	6	8	6	8	7	8	5	6	9	6	8	D3YU60;Q53ZD4;Q91VS7;E9QJW0;A0A0N4SV17;D3YVR3	D3YU60;Q53ZD4;Q91VS7;E9QJW0	Microsomal glutathione S-transferase 1	Mgst1	1035
30.8055515289307	30.7847213745117	30.8401107788086	30.8792781829834	30.7851905822754	30.7420597076416	30.4352951049805	30.693286895752	30.725902557373	30.4978122711182	30.5173759460449	30.3619174957275	30.7137470245361	30.5329685211182	30.6601696014404	30.5458183288574	30.4818344116211	30.3215217590332				50	50	50	89	89	89	49.913	0	323.31	209210000000	21	599	32	32	31	35	40	32	30	29	29	32	30	28	33	31	32	29	34	32	D3YUM1;Q91YT0;D3Z1U9;D3Z0K1;A0A494BAS8;D3YXX5;D6RG60;A0A494BA02	D3YUM1;Q91YT0;D3Z1U9	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial	Ndufv1	1039
25.2861194610596	25.3112926483154	25.9317722320557	26.0153141021729	25.6128959655762	25.5396137237549	25.9821357727051	25.3184833526611	25.8742237091064	26.0422859191895	25.443208694458	26.0123748779297	23.6464862823486	25.0546283721924	25.3004951477051	24.1378192901611	25.5404663085938	25.9511814117432				4	4	4	10.6	10.6	10.6	70.322	0	8.8019	1031300000	24	28	1	1	3	2	1	0	2	3	2	3	1	3	1	0	0	0	2	2	D3YUP1;Q9WVG6-2;Q9WVG6	D3YUP1;Q9WVG6-2;Q9WVG6	Histone-arginine methyltransferase CARM1	Carm1	1040
26.1538715362549	25.8934688568115	26.1341228485107	25.8487129211426	25.7627620697021	26.0666313171387	26.3241100311279	26.1200294494629	26.320240020752	26.4110412597656	26.1899738311768	26.6004543304443	25.6129055023193	25.5976715087891	25.9350814819336	25.6801109313965	26.1106224060059	26.1933250427246				16	16	16	19.2	19.2	19.2	113.55	0	97.217	3657500000	55	115	6	4	7	6	3	6	9	6	7	10	7	12	3	3	4	6	8	6	Q3UD86;Q3TFC0;D3Z3E8;Q69ZE2;E9PW39;D3YVL0;P23249	Q3UD86;Q3TFC0;D3Z3E8;Q69ZE2;E9PW39;D3YVL0;P23249	Putative helicase MOV-10	Mov10	1041
24.6844081878662	25.5875759124756	26.5183925628662	25.4941139221191	25.9401741027832	26.199535369873	26.3935394287109	26.2954578399658	26.6730346679688	24.9263572692871	26.1948661804199	26.3078422546387	25.9909229278564	26.1262474060059	26.4486389160156	26.3427753448486	26.263256072998	25.4633769989014				6	6	6	17.7	17.7	17.7	37.178	0	20.84	1998600000	14	29	1	1	3	1	1	2	4	5	2	1	4	4	5	4	3	2	4	2	D3YVV1;Q8VEK0;Q0VEI2;Q8BHG3	D3YVV1;Q8VEK0	Cell cycle control protein 50A	Tmem30a	1043
27.1457901000977	26.8792343139648	26.8889026641846	27.3185520172119	26.9870681762695	26.9858741760254	26.7229919433594	27.1021938323975	26.9851150512695	26.7414970397949	26.6495189666748	26.9847888946533	26.822380065918	26.92919921875	26.6547183990479	26.9441375732422	26.8578052520752	26.9634494781494				13	13	13	27.2	27.2	27.2	79.904	0	124.15	5426800000	34	65	4	5	6	3	5	6	4	5	5	4	5	6	4	5	4	3	3	4	D3YVW2;Q8BXA1;F6RUD1	D3YVW2;Q8BXA1	Golgi integral membrane protein 4	Golim4	1044
25.109167098999	25.2485275268555	24.185525894165	25.121862411499	24.0186004638672	24.9549198150635	25.2143421173096	25.1759815216064	25.4385261535645	24.85671043396	25.2974262237549	25.1378593444824	25.7098827362061	25.4202766418457	25.6335716247559	25.440372467041	24.492748260498	25.0793628692627				2	2	2	30	30	30	11.846	0	26.508	696240000	4	21	2	1	1	1	0	1	2	1	1	1	0	2	2	2	1	0	1	2	D6RFN5;Q8BP68;Q3TXT8;D3YW25;O70131	D6RFN5;Q8BP68;Q3TXT8;D3YW25;O70131	Ninjurin-1	Ninj1	1046
27.9062118530273	27.8987941741943	27.8513851165771	27.7842540740967	27.543478012085	27.8878002166748	28.1605796813965	27.9790744781494	28.1503505706787	28.2561988830566	28.2194652557373	28.2369918823242	27.952938079834	27.7100391387939	27.9339904785156	27.9656524658203	27.9964199066162	28.0145168304443				11	11	11	51.7	51.7	51.7	31.27	0	136.64	13792000000	15	116	5	6	4	6	6	5	7	6	7	7	7	7	8	6	7	7	6	8	Q7TQI3;D3YWF6;D3Z7K0	Q7TQI3;D3YWF6	Ubiquitin thioesterase OTUB1	Otub1	1049
27.6804313659668	27.0329666137695	27.4861583709717	27.4445858001709	27.6175785064697	27.6913909912109	27.5213317871094	27.4541893005371	27.7188186645508	27.778938293457	27.1104831695557	27.3968086242676	27.77077293396	27.769889831543	27.6032161712646	27.5123176574707	27.6097812652588	27.7744216918945				10	10	10	66.7	66.7	66.7	18.049	0	154.45	7590400000	6	89	5	3	3	6	3	4	3	4	6	4	3	2	4	6	5	5	5	5	D3YWI4;E9Q1I6;F8WHT5;G3UVW1;P19258;A0A0J9YVC7	D3YWI4;E9Q1I6;F8WHT5;G3UVW1;P19258	Protein Mpv17	Mpv17	1050
24.2160396575928	26.1300830841064	24.8575172424316	26.2944583892822	24.2695426940918	24.3393630981445	26.4235820770264	26.5317935943604	26.5963363647461	26.7318210601807	26.5437145233154	26.5069713592529	26.4568538665771	26.753023147583	26.6511631011963	24.8209972381592	26.7605304718018	26.3941764831543				3	3	3	12.7	12.7	12.7	46.434	0	30.739	2615000000	16	47	1	2	1	2	1	1	3	2	2	3	2	3	3	3	3	1	3	2	D3YWK1;Q80W47	D3YWK1;Q80W47	WD repeat domain phosphoinositide-interacting protein 2	Wipi2	1053
26.4775981903076	26.7271537780762	26.7360858917236	26.9378662109375	26.9435787200928	26.8534088134766	26.5519638061523	26.6300640106201	26.510627746582	26.5841979980469	26.7338905334473	26.5294723510742	26.6915225982666	26.980110168457	26.75417137146	26.6478729248047	26.5493659973145	26.7955074310303				10	9	9	32.9	30.6	30.6	36.869	0	37.907	3397500000	15	67	4	6	6	6	7	4	3	5	5	3	4	4	3	2	4	2	4	3	D3Z3N4;D3YWT1;D3Z6Y3	D3Z3N4;D3YWT1		Hnrnph3	1055
26.2375564575195	26.2959308624268	26.1850471496582	26.1175136566162	26.218578338623	26.4089050292969	25.9169101715088	25.9291324615479	26.1574211120605	25.9869594573975	25.9569511413574	26.0449352264404	26.2960891723633	25.9544696807861	26.0472049713135	25.9793243408203	26.0437469482422	26.1189212799072				14	14	14	8.8	8.8	8.8	241.05	0	110.16	3870000000	87	92	5	4	9	7	7	7	4	8	8	6	4	6	6	7	6	5	5	2	D3YWX2;E9Q803;Q9R0I7;Q8C8U8;F6YTL8;Q3TMN3;Q3UTT5	D3YWX2;E9Q803;Q9R0I7;Q8C8U8;F6YTL8	YLP motif-containing protein 1	Ylpm1	1056
28.1633186340332	28.1514148712158	28.3094730377197	28.2006950378418	28.3356876373291	28.0340175628662	27.908618927002	28.0352764129639	27.9728984832764	27.9366874694824	27.7320156097412	28.0419731140137	27.7069492340088	27.7018032073975	27.5765056610107	27.4769191741943	27.5604152679443	27.690258026123				42	42	31	39.8	39.8	28.5	105.32	0	323.31	18727000000	36	221	17	13	19	17	22	17	12	17	15	14	10	14	9	14	10	9	13	9	S4R1M2;D3YXK2;S4R2Q5;S4R1W0;F6XJ79;F6Z0Y5	S4R1M2;D3YXK2	Scaffold attachment factor B1	Safb	1057
26.8981609344482	26.7521305084229	26.8128662109375	26.707935333252	26.2806854248047	26.7849407196045	26.6632957458496	26.7636985778809	26.6923217773438	26.9986267089844	26.7953834533691	26.7880554199219	26.8393001556396	26.979564666748	26.8029193878174	26.6706066131592	26.8013172149658	26.7255935668945				13	13	13	73.4	73.4	73.4	17.942	0	60.2	5223300000	12	92	6	6	6	3	4	7	4	5	3	6	4	6	5	6	5	3	6	9	D3YXP6;Q9D1G2;Q3THA3;Q9D1G2-2;Q9D1G2-3	D3YXP6;Q9D1G2;Q3THA3;Q9D1G2-2	Phosphomevalonate kinase	Pmvk	1059
25.1583366394043	25.9977016448975	26.2220668792725	26.4591541290283	26.0794849395752	26.3155326843262	26.5322093963623	26.5801773071289	26.2171001434326	26.9621257781982	26.2985553741455	26.5946292877197	25.8953437805176	25.9221153259277	25.012077331543	26.0793018341064	26.1085090637207	26.2786140441895				6	6	6	29.7	29.7	29.7	19.971	0	13.79	2196600000	8	45	1	4	2	3	3	3	3	3	3	2	4	3	2	2	1	2	3	2	F6T9K1;Q4FJW2;D3YY09;Q9D6N5;D3YYC2;G3UXH5	F6T9K1;Q4FJW2;D3YY09;Q9D6N5;D3YYC2;G3UXH5	Dr1-associated corepressor	Drap1	1060
28.5570945739746	28.616527557373	28.5187835693359	28.5584812164307	28.5048370361328	28.6271457672119	28.3350486755371	28.3540534973145	28.298677444458	28.0224227905273	28.4023895263672	28.1732654571533	28.0895214080811	28.1511249542236	28.0576019287109	27.9942092895508	28.1294250488281	27.8316497802734				60	40	39	50.1	37.4	37.4	103.58	0	307.83	30567000000	44	278	23	28	31	28	33	28	22	31	23	27	21	26	25	25	19	21	21	20	D3YYN7;Q3UHK5;Q6ZQ49;Q6PIE5;Q8R3A9;A0A0G2JGX4;Q8VCE0;Q6PIC6;Q8R0E8;Q8R0B0	D3YYN7;Q3UHK5;Q6ZQ49;Q6PIE5	Sodium/potassium-transporting ATPase subunit alpha-2	Atp1a2	1063
26.9781475067139	26.3752574920654	26.4473152160645	26.8702068328857	26.6684436798096	27.0871963500977	27.4079494476318	27.5999565124512	27.8579235076904	28.0046920776367	27.6517791748047	27.6795597076416	27.7511730194092	27.6102046966553	27.4674663543701	27.8620700836182	27.6840496063232	27.4442691802979				14	14	14	60.5	60.5	60.5	35.256	0	82.12	7395200000	19	102	3	2	3	3	4	4	6	7	9	9	5	5	8	6	8	5	7	4	E9Q3B9;D3YYS6;Q3UFX6;O35678;Q3UFN1;O35678-2;A0A0N4SUZ2	E9Q3B9;D3YYS6;Q3UFX6;O35678;Q3UFN1	Monoglyceride lipase	Mgll	1064
24.5711479187012	26.1067142486572	24.693717956543	26.0446434020996	24.9909172058105	25.5899219512939	25.701473236084	26.1989727020264	25.4500198364258	23.6507110595703	25.4985523223877	24.7673816680908	24.2311935424805	25.6192073822021	23.7545509338379	25.4533214569092	24.915153503418	25.6027984619141				5	5	5	14.1	14.1	14.1	93.856	0	29.82	1201400000	34	23	2	2	2	2	1	2	2	3	1	0	1	1	0	1	1	1	2	0	D3YYT0;Q8BSI9;Q3UIC2;P15116;P39038	D3YYT0;Q8BSI9;Q3UIC2;P15116	Cadherin-2	Cdh2	1065
